week_start,year,week_number,region_code,region_name,patch_code,available_engineers,capacity_jobs,demand_jobs,gap_jobs,utilisation_pct,rag_status,is_forecast
2025-05-19,2025,21,SE,South East,SE-P1,6,79,68,11,86.1,Amber,0
2025-05-19,2025,21,SE,South East,SE-P2,5,60,53,7,88.3,Amber,0
2025-05-19,2025,21,SE,South East,SE-P3,6,72,72,0,100.0,Red,0
2025-05-19,2025,21,SE,South East,SE-P4,7,74,74,0,100.0,Red,0
2025-05-19,2025,21,SE,South East,SE-P5,6,83,77,6,92.8,Red,0
2025-05-19,2025,21,SE,South East,SE-P6,6,81,67,14,82.7,Amber,0
2025-05-19,2025,21,SE,South East,SE-P7,6,88,69,19,78.4,Amber,0
2025-05-19,2025,21,SE,South East,SE-P8,4,67,60,7,89.6,Amber,0
2025-05-19,2025,21,SW,South West,SW-P1,6,78,62,16,79.5,Amber,0
2025-05-19,2025,21,SW,South West,SW-P2,5,62,68,-6,109.7,Red,0
2025-05-19,2025,21,SW,South West,SW-P3,6,76,83,-7,109.2,Red,0
2025-05-19,2025,21,SW,South West,SW-P4,6,79,70,9,88.6,Amber,0
2025-05-19,2025,21,WAL,Wales,WAL-P1,5,72,69,3,95.8,Red,0
2025-05-19,2025,21,WAL,Wales,WAL-P2,6,75,66,9,88.0,Amber,0
2025-05-19,2025,21,WAL,Wales,WAL-P3,6,78,71,7,91.0,Red,0
2025-05-19,2025,21,YRK,Yorkshire,YRK-P1,6,72,74,-2,102.8,Red,0
2025-05-19,2025,21,YRK,Yorkshire,YRK-P2,6,84,79,5,94.0,Red,0
2025-05-19,2025,21,YRK,Yorkshire,YRK-P3,6,83,75,8,90.4,Red,0
2025-05-19,2025,21,YRK,Yorkshire,YRK-P4,6,74,73,1,98.6,Red,0
2025-05-19,2025,21,YRK,Yorkshire,YRK-P5,5,76,71,5,93.4,Red,0
2025-05-26,2025,22,MID,Midlands,MID-P1,6,68,50,18,73.5,Green,0
2025-05-26,2025,22,MID,Midlands,MID-P2,6,80,76,4,95.0,Red,0
2025-05-26,2025,22,MID,Midlands,MID-P3,7,89,71,18,79.8,Amber,0
2025-05-26,2025,22,MID,Midlands,MID-P4,6,85,81,4,95.3,Red,0
2025-05-26,2025,22,MID,Midlands,MID-P5,5,64,76,-12,118.8,Red,0
2025-05-26,2025,22,MID,Midlands,MID-P6,6,77,78,-1,101.3,Red,0
2025-05-26,2025,22,MID,Midlands,MID-P7,6,78,80,-2,102.6,Red,0
2025-05-26,2025,22,NE,North East,NE-P1,6,73,72,1,98.6,Red,0
2025-05-26,2025,22,NE,North East,NE-P2,5,73,62,11,84.9,Amber,0
2025-05-26,2025,22,NE,North East,NE-P3,5,60,59,1,98.3,Red,0
2025-05-26,2025,22,NE,North East,NE-P4,4,42,56,-14,133.3,Red,0
2025-05-26,2025,22,NE,North East,NE-P5,5,71,51,20,71.8,Green,0
2025-05-26,2025,22,NW,North West,NW-P1,5,70,52,18,74.3,Green,0
2025-05-26,2025,22,NW,North West,NW-P2,6,71,81,-10,114.1,Red,0
2025-05-26,2025,22,NW,North West,NW-P3,6,83,74,9,89.2,Amber,0
2025-05-26,2025,22,NW,North West,NW-P4,5,65,75,-10,115.4,Red,0
2025-05-26,2025,22,NW,North West,NW-P5,6,69,75,-6,108.7,Red,0
2025-05-26,2025,22,NW,North West,NW-P6,5,65,79,-14,121.5,Red,0
2025-05-26,2025,22,SCO,Scotland,SCO-P1,6,80,66,14,82.5,Amber,0
2025-05-26,2025,22,SCO,Scotland,SCO-P2,6,81,72,9,88.9,Amber,0
2025-05-26,2025,22,SCO,Scotland,SCO-P3,5,85,79,6,92.9,Red,0
2025-05-26,2025,22,SCO,Scotland,SCO-P4,6,83,80,3,96.4,Red,0
2025-05-26,2025,22,SE,South East,SE-P1,6,81,67,14,82.7,Amber,0
2025-05-26,2025,22,SE,South East,SE-P2,5,58,81,-23,139.7,Red,0
2025-05-26,2025,22,SE,South East,SE-P3,6,72,71,1,98.6,Red,0
2025-05-26,2025,22,SE,South East,SE-P4,6,66,74,-8,112.1,Red,0
2025-05-26,2025,22,SE,South East,SE-P5,5,76,62,14,81.6,Amber,0
2025-05-26,2025,22,SE,South East,SE-P6,5,73,65,8,89.0,Amber,0
2025-05-26,2025,22,SE,South East,SE-P7,5,72,66,6,91.7,Red,0
2025-05-26,2025,22,SE,South East,SE-P8,5,84,67,17,79.8,Amber,0
2025-05-26,2025,22,SW,South West,SW-P1,5,56,65,-9,116.1,Red,0
2025-05-26,2025,22,SW,South West,SW-P2,5,66,69,-3,104.5,Red,0
2025-05-26,2025,22,SW,South West,SW-P3,6,78,60,18,76.9,Amber,0
2025-05-26,2025,22,SW,South West,SW-P4,6,74,76,-2,102.7,Red,0
2025-05-26,2025,22,WAL,Wales,WAL-P1,6,78,59,19,75.6,Amber,0
2025-05-26,2025,22,WAL,Wales,WAL-P2,7,86,82,4,95.3,Red,0
2025-05-26,2025,22,WAL,Wales,WAL-P3,4,60,69,-9,115.0,Red,0
2025-05-26,2025,22,YRK,Yorkshire,YRK-P1,6,76,61,15,80.3,Amber,0
2025-05-26,2025,22,YRK,Yorkshire,YRK-P2,6,89,82,7,92.1,Red,0
2025-05-26,2025,22,YRK,Yorkshire,YRK-P3,7,95,64,31,67.4,Green,0
2025-05-26,2025,22,YRK,Yorkshire,YRK-P4,7,80,95,-15,118.8,Red,0
2025-05-26,2025,22,YRK,Yorkshire,YRK-P5,6,84,69,15,82.1,Amber,0
2025-06-02,2025,23,MID,Midlands,MID-P1,5,64,72,-8,112.5,Red,0
2025-06-02,2025,23,MID,Midlands,MID-P2,6,72,80,-8,111.1,Red,0
2025-06-02,2025,23,MID,Midlands,MID-P3,6,82,77,5,93.9,Red,0
2025-06-02,2025,23,MID,Midlands,MID-P4,6,88,76,12,86.4,Amber,0
2025-06-02,2025,23,MID,Midlands,MID-P5,5,68,84,-16,123.5,Red,0
2025-06-02,2025,23,MID,Midlands,MID-P6,5,74,69,5,93.2,Red,0
2025-06-02,2025,23,MID,Midlands,MID-P7,5,70,69,1,98.6,Red,0
2025-06-02,2025,23,NE,North East,NE-P1,6,81,54,27,66.7,Green,0
2025-06-02,2025,23,NE,North East,NE-P2,5,76,57,19,75.0,Amber,0
2025-06-02,2025,23,NE,North East,NE-P3,5,60,63,-3,105.0,Red,0
2025-06-02,2025,23,NE,North East,NE-P4,4,49,74,-25,151.0,Red,0
2025-06-02,2025,23,NE,North East,NE-P5,5,61,57,4,93.4,Red,0
2025-06-02,2025,23,NW,North West,NW-P1,6,79,62,17,78.5,Amber,0
2025-06-02,2025,23,NW,North West,NW-P2,7,83,64,19,77.1,Amber,0
2025-06-02,2025,23,NW,North West,NW-P3,4,50,62,-12,124.0,Red,0
2025-06-02,2025,23,NW,North West,NW-P4,5,76,75,1,98.7,Red,0
2025-06-02,2025,23,NW,North West,NW-P5,6,74,86,-12,116.2,Red,0
2025-06-02,2025,23,NW,North West,NW-P6,4,59,74,-15,125.4,Red,0
2025-06-02,2025,23,SCO,Scotland,SCO-P1,5,65,83,-18,127.7,Red,0
2025-06-02,2025,23,SCO,Scotland,SCO-P2,7,95,71,24,74.7,Green,0
2025-06-02,2025,23,SCO,Scotland,SCO-P3,5,80,64,16,80.0,Amber,0
2025-06-02,2025,23,SCO,Scotland,SCO-P4,5,69,81,-12,117.4,Red,0
2025-06-02,2025,23,SE,South East,SE-P1,6,81,74,7,91.4,Red,0
2025-06-02,2025,23,SE,South East,SE-P2,6,62,73,-11,117.7,Red,0
2025-06-02,2025,23,SE,South East,SE-P3,7,78,73,5,93.6,Red,0
2025-06-02,2025,23,SE,South East,SE-P4,6,65,65,0,100.0,Red,0
2025-06-02,2025,23,SE,South East,SE-P5,6,84,64,20,76.2,Amber,0
2025-06-02,2025,23,SE,South East,SE-P6,5,70,77,-7,110.0,Red,0
2025-06-02,2025,23,SE,South East,SE-P7,6,86,80,6,93.0,Red,0
2025-06-02,2025,23,SE,South East,SE-P8,6,94,74,20,78.7,Amber,0
2025-06-02,2025,23,SW,South West,SW-P1,5,64,59,5,92.2,Red,0
2025-06-02,2025,23,SW,South West,SW-P2,6,67,66,1,98.5,Red,0
2025-06-02,2025,23,SW,South West,SW-P3,5,76,62,14,81.6,Amber,0
2025-06-02,2025,23,SW,South West,SW-P4,5,72,63,9,87.5,Amber,0
2025-06-02,2025,23,WAL,Wales,WAL-P1,6,73,73,0,100.0,Red,0
2025-06-02,2025,23,WAL,Wales,WAL-P2,5,67,87,-20,129.9,Red,0
2025-06-02,2025,23,WAL,Wales,WAL-P3,6,78,54,24,69.2,Green,0
2025-06-02,2025,23,YRK,Yorkshire,YRK-P1,7,91,78,13,85.7,Amber,0
2025-06-02,2025,23,YRK,Yorkshire,YRK-P2,7,91,85,6,93.4,Red,0
2025-06-02,2025,23,YRK,Yorkshire,YRK-P3,6,83,77,6,92.8,Red,0
2025-06-02,2025,23,YRK,Yorkshire,YRK-P4,5,64,71,-7,110.9,Red,0
2025-06-02,2025,23,YRK,Yorkshire,YRK-P5,5,69,65,4,94.2,Red,0
2025-06-09,2025,24,MID,Midlands,MID-P1,7,76,64,12,84.2,Amber,0
2025-06-09,2025,24,MID,Midlands,MID-P2,6,84,81,3,96.4,Red,0
2025-06-09,2025,24,MID,Midlands,MID-P3,6,72,64,8,88.9,Amber,0
2025-06-09,2025,24,MID,Midlands,MID-P4,7,94,72,22,76.6,Amber,0
2025-06-09,2025,24,MID,Midlands,MID-P5,6,68,92,-24,135.3,Red,0
2025-06-09,2025,24,MID,Midlands,MID-P6,6,78,74,4,94.9,Red,0
2025-06-09,2025,24,MID,Midlands,MID-P7,5,74,74,0,100.0,Red,0
2025-06-09,2025,24,NE,North East,NE-P1,5,60,71,-11,118.3,Red,0
2025-06-09,2025,24,NE,North East,NE-P2,5,76,76,0,100.0,Red,0
2025-06-09,2025,24,NE,North East,NE-P3,5,62,66,-4,106.5,Red,0
2025-06-09,2025,24,NE,North East,NE-P4,4,48,68,-20,141.7,Red,0
2025-06-09,2025,24,NE,North East,NE-P5,4,57,47,10,82.5,Amber,0
2025-06-09,2025,24,NW,North West,NW-P1,7,83,64,19,77.1,Amber,0
2025-06-09,2025,24,NW,North West,NW-P2,6,73,70,3,95.9,Red,0
2025-06-09,2025,24,NW,North West,NW-P3,6,87,74,13,85.1,Amber,0
2025-06-09,2025,24,NW,North West,NW-P4,5,72,62,10,86.1,Amber,0
2025-06-09,2025,24,NW,North West,NW-P5,5,58,81,-23,139.7,Red,0
2025-06-09,2025,24,NW,North West,NW-P6,6,83,86,-3,103.6,Red,0
2025-06-09,2025,24,SCO,Scotland,SCO-P1,7,84,73,11,86.9,Amber,0
2025-06-09,2025,24,SCO,Scotland,SCO-P2,7,99,70,29,70.7,Green,0
2025-06-09,2025,24,SCO,Scotland,SCO-P3,5,70,70,0,100.0,Red,0
2025-06-09,2025,24,SCO,Scotland,SCO-P4,6,74,79,-5,106.8,Red,0
2025-06-09,2025,24,SE,South East,SE-P1,6,91,74,17,81.3,Amber,0
2025-06-09,2025,24,SE,South East,SE-P2,6,66,97,-31,147.0,Red,0
2025-06-09,2025,24,SE,South East,SE-P3,6,69,73,-4,105.8,Red,0
2025-06-09,2025,24,SE,South East,SE-P4,6,68,70,-2,102.9,Red,0
2025-06-09,2025,24,SE,South East,SE-P5,6,89,63,26,70.8,Green,0
2025-06-09,2025,24,SE,South East,SE-P6,6,74,87,-13,117.6,Red,0
2025-06-09,2025,24,SE,South East,SE-P7,5,70,82,-12,117.1,Red,0
2025-06-09,2025,24,SE,South East,SE-P8,5,81,65,16,80.2,Amber,0
2025-06-09,2025,24,SW,South West,SW-P1,5,62,80,-18,129.0,Red,0
2025-06-09,2025,24,SW,South West,SW-P2,6,72,70,2,97.2,Red,0
2025-06-09,2025,24,SW,South West,SW-P3,5,66,69,-3,104.5,Red,0
2025-06-09,2025,24,SW,South West,SW-P4,5,70,62,8,88.6,Amber,0
2025-06-09,2025,24,WAL,Wales,WAL-P1,7,89,69,20,77.5,Amber,0
2025-06-09,2025,24,WAL,Wales,WAL-P2,7,83,75,8,90.4,Red,0
2025-06-09,2025,24,WAL,Wales,WAL-P3,6,79,72,7,91.1,Red,0
2025-06-09,2025,24,YRK,Yorkshire,YRK-P1,6,80,72,8,90.0,Red,0
2025-06-09,2025,24,YRK,Yorkshire,YRK-P2,6,81,82,-1,101.2,Red,0
2025-06-09,2025,24,YRK,Yorkshire,YRK-P3,6,74,71,3,95.9,Red,0
2025-06-09,2025,24,YRK,Yorkshire,YRK-P4,5,66,78,-12,118.2,Red,0
2025-06-09,2025,24,YRK,Yorkshire,YRK-P5,6,83,100,-17,120.5,Red,0
2025-06-16,2025,25,MID,Midlands,MID-P1,5,62,76,-14,122.6,Red,0
2025-06-16,2025,25,MID,Midlands,MID-P2,6,80,67,13,83.8,Amber,0
2025-06-16,2025,25,MID,Midlands,MID-P3,6,81,83,-2,102.5,Red,0
2025-06-16,2025,25,MID,Midlands,MID-P4,6,87,71,16,81.6,Amber,0
2025-06-16,2025,25,MID,Midlands,MID-P5,6,75,85,-10,113.3,Red,0
2025-06-16,2025,25,MID,Midlands,MID-P6,5,66,63,3,95.5,Red,0
2025-06-16,2025,25,MID,Midlands,MID-P7,5,74,74,0,100.0,Red,0
2025-06-16,2025,25,NE,North East,NE-P1,6,81,52,29,64.2,Green,0
2025-06-16,2025,25,NE,North East,NE-P2,5,76,79,-3,103.9,Red,0
2025-06-16,2025,25,NE,North East,NE-P3,5,65,64,1,98.5,Red,0
2025-06-16,2025,25,NE,North East,NE-P4,4,42,62,-20,147.6,Red,0
2025-06-16,2025,25,NE,North East,NE-P5,5,70,74,-4,105.7,Red,0
2025-06-16,2025,25,NW,North West,NW-P1,6,74,63,11,85.1,Amber,0
2025-06-16,2025,25,NW,North West,NW-P2,6,76,76,0,100.0,Red,0
2025-06-16,2025,25,NW,North West,NW-P3,5,71,77,-6,108.5,Red,0
2025-06-16,2025,25,NW,North West,NW-P4,6,81,77,4,95.1,Red,0
2025-06-16,2025,25,NW,North West,NW-P5,5,64,77,-13,120.3,Red,0
2025-06-16,2025,25,NW,North West,NW-P6,5,70,77,-7,110.0,Red,0
2025-06-16,2025,25,SCO,Scotland,SCO-P1,6,73,66,7,90.4,Red,0
2025-06-16,2025,25,SCO,Scotland,SCO-P2,6,81,80,1,98.8,Red,0
2025-06-16,2025,25,SCO,Scotland,SCO-P3,5,81,92,-11,113.6,Red,0
2025-06-16,2025,25,SCO,Scotland,SCO-P4,6,73,83,-10,113.7,Red,0
2025-06-16,2025,25,SE,South East,SE-P1,6,87,56,31,64.4,Green,0
2025-06-16,2025,25,SE,South East,SE-P2,6,61,87,-26,142.6,Red,0
2025-06-16,2025,25,SE,South East,SE-P3,7,76,72,4,94.7,Red,0
2025-06-16,2025,25,SE,South East,SE-P4,6,70,67,3,95.7,Red,0
2025-06-16,2025,25,SE,South East,SE-P5,5,68,82,-14,120.6,Red,0
2025-06-16,2025,25,SE,South East,SE-P6,6,76,86,-10,113.2,Red,0
2025-06-16,2025,25,SE,South East,SE-P7,5,72,68,4,94.4,Red,0
2025-06-16,2025,25,SE,South East,SE-P8,5,81,89,-8,109.9,Red,0
2025-06-16,2025,25,SW,South West,SW-P1,5,64,71,-7,110.9,Red,0
2025-06-16,2025,25,SW,South West,SW-P2,5,61,71,-10,116.4,Red,0
2025-06-16,2025,25,SW,South West,SW-P3,5,74,71,3,95.9,Red,0
2025-06-16,2025,25,SW,South West,SW-P4,5,65,83,-18,127.7,Red,0
2025-06-16,2025,25,WAL,Wales,WAL-P1,5,62,67,-5,108.1,Red,0
2025-06-16,2025,25,WAL,Wales,WAL-P2,6,70,63,7,90.0,Red,0
2025-06-16,2025,25,WAL,Wales,WAL-P3,5,66,92,-26,139.4,Red,0
2025-06-16,2025,25,YRK,Yorkshire,YRK-P1,6,83,98,-15,118.1,Red,0
2025-06-16,2025,25,YRK,Yorkshire,YRK-P2,6,85,79,6,92.9,Red,0
2025-06-16,2025,25,YRK,Yorkshire,YRK-P3,6,75,65,10,86.7,Amber,0
2025-06-16,2025,25,YRK,Yorkshire,YRK-P4,6,71,78,-7,109.9,Red,0
2025-06-16,2025,25,YRK,Yorkshire,YRK-P5,5,70,77,-7,110.0,Red,0
2025-06-23,2025,26,MID,Midlands,MID-P1,6,74,79,-5,106.8,Red,0
2025-06-23,2025,26,MID,Midlands,MID-P2,6,81,66,15,81.5,Amber,0
2025-06-23,2025,26,MID,Midlands,MID-P3,6,77,79,-2,102.6,Red,0
2025-06-23,2025,26,MID,Midlands,MID-P4,6,85,66,19,77.6,Amber,0
2025-06-23,2025,26,MID,Midlands,MID-P5,5,61,82,-21,134.4,Red,0
2025-06-23,2025,26,MID,Midlands,MID-P6,5,62,83,-21,133.9,Red,0
2025-06-23,2025,26,MID,Midlands,MID-P7,5,74,96,-22,129.7,Red,0
2025-06-23,2025,26,NE,North East,NE-P1,5,70,64,6,91.4,Red,0
2025-06-23,2025,26,NE,North East,NE-P2,5,68,64,4,94.1,Red,0
2025-06-23,2025,26,NE,North East,NE-P3,5,64,61,3,95.3,Red,0
2025-06-23,2025,26,NE,North East,NE-P4,4,50,74,-24,148.0,Red,0
2025-06-23,2025,26,NE,North East,NE-P5,4,54,61,-7,113.0,Red,0
2025-06-23,2025,26,NW,North West,NW-P1,6,81,64,17,79.0,Amber,0
2025-06-23,2025,26,NW,North West,NW-P2,6,74,81,-7,109.5,Red,0
2025-06-23,2025,26,NW,North West,NW-P3,5,72,81,-9,112.5,Red,0
2025-06-23,2025,26,NW,North West,NW-P4,6,83,74,9,89.2,Amber,0
2025-06-23,2025,26,NW,North West,NW-P5,5,60,80,-20,133.3,Red,0
2025-06-23,2025,26,NW,North West,NW-P6,5,66,75,-9,113.6,Red,0
2025-06-23,2025,26,SCO,Scotland,SCO-P1,7,85,61,24,71.8,Green,0
2025-06-23,2025,26,SCO,Scotland,SCO-P2,7,93,89,4,95.7,Red,0
2025-06-23,2025,26,SCO,Scotland,SCO-P3,6,97,69,28,71.1,Green,0
2025-06-23,2025,26,SCO,Scotland,SCO-P4,6,75,76,-1,101.3,Red,0
2025-06-23,2025,26,SE,South East,SE-P1,6,76,85,-9,111.8,Red,0
2025-06-23,2025,26,SE,South East,SE-P2,6,64,70,-6,109.4,Red,0
2025-06-23,2025,26,SE,South East,SE-P3,5,62,80,-18,129.0,Red,0
2025-06-23,2025,26,SE,South East,SE-P4,6,70,60,10,85.7,Amber,0
2025-06-23,2025,26,SE,South East,SE-P5,5,78,70,8,89.7,Amber,0
2025-06-23,2025,26,SE,South East,SE-P6,5,62,94,-32,151.6,Red,0
2025-06-23,2025,26,SE,South East,SE-P7,6,79,77,2,97.5,Red,0
2025-06-23,2025,26,SE,South East,SE-P8,5,84,93,-9,110.7,Red,0
2025-06-23,2025,26,SW,South West,SW-P1,5,66,78,-12,118.2,Red,0
2025-06-23,2025,26,SW,South West,SW-P2,5,62,77,-15,124.2,Red,0
2025-06-23,2025,26,SW,South West,SW-P3,4,52,69,-17,132.7,Red,0
2025-06-23,2025,26,SW,South West,SW-P4,5,72,69,3,95.8,Red,0
2025-06-23,2025,26,WAL,Wales,WAL-P1,7,84,63,21,75.0,Amber,0
2025-06-23,2025,26,WAL,Wales,WAL-P2,6,73,80,-7,109.6,Red,0
2025-06-23,2025,26,WAL,Wales,WAL-P3,5,70,86,-16,122.9,Red,0
2025-06-23,2025,26,YRK,Yorkshire,YRK-P1,7,93,84,9,90.3,Red,0
2025-06-23,2025,26,YRK,Yorkshire,YRK-P2,6,85,87,-2,102.4,Red,0
2025-06-23,2025,26,YRK,Yorkshire,YRK-P3,7,96,72,24,75.0,Amber,0
2025-06-23,2025,26,YRK,Yorkshire,YRK-P4,5,55,94,-39,170.9,Red,0
2025-06-23,2025,26,YRK,Yorkshire,YRK-P5,5,71,83,-12,116.9,Red,0
2025-06-30,2025,27,MID,Midlands,MID-P1,6,76,83,-7,109.2,Red,0
2025-06-30,2025,27,MID,Midlands,MID-P2,6,78,72,6,92.3,Red,0
2025-06-30,2025,27,MID,Midlands,MID-P3,6,75,80,-5,106.7,Red,0
2025-06-30,2025,27,MID,Midlands,MID-P4,6,85,79,6,92.9,Red,0
2025-06-30,2025,27,MID,Midlands,MID-P5,5,56,77,-21,137.5,Red,0
2025-06-30,2025,27,MID,Midlands,MID-P6,5,72,58,14,80.6,Amber,0
2025-06-30,2025,27,MID,Midlands,MID-P7,5,75,100,-25,133.3,Red,0
2025-06-30,2025,27,NE,North East,NE-P1,5,69,71,-2,102.9,Red,0
2025-06-30,2025,27,NE,North East,NE-P2,5,71,68,3,95.8,Red,0
2025-06-30,2025,27,NE,North East,NE-P3,5,70,68,2,97.1,Red,0
2025-06-30,2025,27,NE,North East,NE-P4,4,50,54,-4,108.0,Red,0
2025-06-30,2025,27,NE,North East,NE-P5,4,60,58,2,96.7,Red,0
2025-06-30,2025,27,NW,North West,NW-P1,6,80,67,13,83.8,Amber,0
2025-06-30,2025,27,NW,North West,NW-P2,6,72,90,-18,125.0,Red,0
2025-06-30,2025,27,NW,North West,NW-P3,6,79,73,6,92.4,Red,0
2025-06-30,2025,27,NW,North West,NW-P4,5,73,71,2,97.3,Red,0
2025-06-30,2025,27,NW,North West,NW-P5,5,67,94,-27,140.3,Red,0
2025-06-30,2025,27,NW,North West,NW-P6,6,85,66,19,77.6,Amber,0
2025-06-30,2025,27,SCO,Scotland,SCO-P1,6,71,89,-18,125.4,Red,0
2025-06-30,2025,27,SCO,Scotland,SCO-P2,6,91,76,15,83.5,Amber,0
2025-06-30,2025,27,SCO,Scotland,SCO-P3,5,76,75,1,98.7,Red,0
2025-06-30,2025,27,SCO,Scotland,SCO-P4,5,59,75,-16,127.1,Red,0
2025-06-30,2025,27,SE,South East,SE-P1,7,91,76,15,83.5,Amber,0
2025-06-30,2025,27,SE,South East,SE-P2,6,68,69,-1,101.5,Red,0
2025-06-30,2025,27,SE,South East,SE-P3,7,76,79,-3,103.9,Red,0
2025-06-30,2025,27,SE,South East,SE-P4,6,68,79,-11,116.2,Red,0
2025-06-30,2025,27,SE,South East,SE-P5,6,85,91,-6,107.1,Red,0
2025-06-30,2025,27,SE,South East,SE-P6,5,69,75,-6,108.7,Red,0
2025-06-30,2025,27,SE,South East,SE-P7,5,66,76,-10,115.2,Red,0
2025-06-30,2025,27,SE,South East,SE-P8,5,81,81,0,100.0,Red,0
2025-06-30,2025,27,SW,South West,SW-P1,5,62,65,-3,104.8,Red,0
2025-06-30,2025,27,SW,South West,SW-P2,6,70,79,-9,112.9,Red,0
2025-06-30,2025,27,SW,South West,SW-P3,5,75,68,7,90.7,Red,0
2025-06-30,2025,27,SW,South West,SW-P4,5,64,90,-26,140.6,Red,0
2025-06-30,2025,27,WAL,Wales,WAL-P1,6,80,75,5,93.8,Red,0
2025-06-30,2025,27,WAL,Wales,WAL-P2,6,73,74,-1,101.4,Red,0
2025-06-30,2025,27,WAL,Wales,WAL-P3,6,87,89,-2,102.3,Red,0
2025-06-30,2025,27,YRK,Yorkshire,YRK-P1,6,81,88,-7,108.6,Red,0
2025-06-30,2025,27,YRK,Yorkshire,YRK-P2,6,88,83,5,94.3,Red,0
2025-06-30,2025,27,YRK,Yorkshire,YRK-P3,6,74,87,-13,117.6,Red,0
2025-06-30,2025,27,YRK,Yorkshire,YRK-P4,6,68,86,-18,126.5,Red,0
2025-06-30,2025,27,YRK,Yorkshire,YRK-P5,6,76,100,-24,131.6,Red,0
2025-07-07,2025,28,MID,Midlands,MID-P1,5,59,101,-42,171.2,Red,0
2025-07-07,2025,28,MID,Midlands,MID-P2,6,76,97,-21,127.6,Red,0
2025-07-07,2025,28,MID,Midlands,MID-P3,6,81,82,-1,101.2,Red,0
2025-07-07,2025,28,MID,Midlands,MID-P4,6,85,88,-3,103.5,Red,0
2025-07-07,2025,28,MID,Midlands,MID-P5,5,65,72,-7,110.8,Red,0
2025-07-07,2025,28,MID,Midlands,MID-P6,5,68,77,-9,113.2,Red,0
2025-07-07,2025,28,MID,Midlands,MID-P7,5,75,76,-1,101.3,Red,0
2025-07-07,2025,28,NE,North East,NE-P1,6,75,83,-8,110.7,Red,0
2025-07-07,2025,28,NE,North East,NE-P2,5,76,71,5,93.4,Red,0
2025-07-07,2025,28,NE,North East,NE-P3,5,59,52,7,88.1,Amber,0
2025-07-07,2025,28,NE,North East,NE-P4,4,50,71,-21,142.0,Red,0
2025-07-07,2025,28,NE,North East,NE-P5,4,55,54,1,98.2,Red,0
2025-07-07,2025,28,NW,North West,NW-P1,7,82,64,18,78.0,Amber,0
2025-07-07,2025,28,NW,North West,NW-P2,6,74,89,-15,120.3,Red,0
2025-07-07,2025,28,NW,North West,NW-P3,5,72,68,4,94.4,Red,0
2025-07-07,2025,28,NW,North West,NW-P4,5,70,66,4,94.3,Red,0
2025-07-07,2025,28,NW,North West,NW-P5,6,71,79,-8,111.3,Red,0
2025-07-07,2025,28,NW,North West,NW-P6,5,72,86,-14,119.4,Red,0
2025-07-07,2025,28,SCO,Scotland,SCO-P1,7,89,86,3,96.6,Red,0
2025-07-07,2025,28,SCO,Scotland,SCO-P2,6,88,75,13,85.2,Amber,0
2025-07-07,2025,28,SCO,Scotland,SCO-P3,5,73,93,-20,127.4,Red,0
2025-07-07,2025,28,SCO,Scotland,SCO-P4,5,66,78,-12,118.2,Red,0
2025-07-07,2025,28,SE,South East,SE-P1,6,82,84,-2,102.4,Red,0
2025-07-07,2025,28,SE,South East,SE-P2,6,68,79,-11,116.2,Red,0
2025-07-07,2025,28,SE,South East,SE-P3,6,65,92,-27,141.5,Red,0
2025-07-07,2025,28,SE,South East,SE-P4,6,68,70,-2,102.9,Red,0
2025-07-07,2025,28,SE,South East,SE-P5,5,78,91,-13,116.7,Red,0
2025-07-07,2025,28,SE,South East,SE-P6,5,64,61,3,95.3,Red,0
2025-07-07,2025,28,SE,South East,SE-P7,6,83,84,-1,101.2,Red,0
2025-07-07,2025,28,SE,South East,SE-P8,6,97,70,27,72.2,Green,0
2025-07-07,2025,28,SW,South West,SW-P1,5,65,80,-15,123.1,Red,0
2025-07-07,2025,28,SW,South West,SW-P2,5,69,85,-16,123.2,Red,0
2025-07-07,2025,28,SW,South West,SW-P3,4,62,69,-7,111.3,Red,0
2025-07-07,2025,28,SW,South West,SW-P4,5,69,83,-14,120.3,Red,0
2025-07-07,2025,28,WAL,Wales,WAL-P1,6,83,70,13,84.3,Amber,0
2025-07-07,2025,28,WAL,Wales,WAL-P2,5,61,83,-22,136.1,Red,0
2025-07-07,2025,28,WAL,Wales,WAL-P3,5,76,84,-8,110.5,Red,0
2025-07-07,2025,28,YRK,Yorkshire,YRK-P1,6,81,74,7,91.4,Red,0
2025-07-07,2025,28,YRK,Yorkshire,YRK-P2,6,88,101,-13,114.8,Red,0
2025-07-07,2025,28,YRK,Yorkshire,YRK-P3,7,87,94,-7,108.0,Red,0
2025-07-07,2025,28,YRK,Yorkshire,YRK-P4,6,68,82,-14,120.6,Red,0
2025-07-07,2025,28,YRK,Yorkshire,YRK-P5,5,68,103,-35,151.5,Red,0
2025-07-14,2025,29,MID,Midlands,MID-P1,7,78,92,-14,117.9,Red,0
2025-07-14,2025,29,MID,Midlands,MID-P2,6,72,71,1,98.6,Red,0
2025-07-14,2025,29,MID,Midlands,MID-P3,7,87,81,6,93.1,Red,0
2025-07-14,2025,29,MID,Midlands,MID-P4,6,92,102,-10,110.9,Red,0
2025-07-14,2025,29,MID,Midlands,MID-P5,5,63,95,-32,150.8,Red,0
2025-07-14,2025,29,MID,Midlands,MID-P6,5,64,112,-48,175.0,Red,0
2025-07-14,2025,29,MID,Midlands,MID-P7,5,75,81,-6,108.0,Red,0
